
1	0.00	0.00	NaN
2	0.00	0.00	NaN
3	0.00	0.00	NaN
4	0.00	0.00	NaN
5	0.20	0.03	0.06
6	0.33	0.06	0.11
7	0.43	0.10	0.16
8	0.50	0.13	0.21
9	0.44	0.13	0.20
10	0.40	0.13	0.20
11	0.36	0.13	0.19
12	0.33	0.13	0.19
13	0.31	0.13	0.18
14	0.29	0.13	0.18
15	0.33	0.16	0.22
16	0.31	0.16	0.21
17	0.29	0.16	0.21
18	0.28	0.16	0.20
19	0.26	0.16	0.20
20	0.25	0.16	0.20
21	0.24	0.16	0.19
22	0.23	0.16	0.19
23	0.26	0.19	0.22
24	0.25	0.19	0.22
25	0.28	0.23	0.25
26	0.27	0.23	0.25
27	0.30	0.26	0.28
28	0.29	0.26	0.27
29	0.31	0.29	0.30
30	0.30	0.29	0.30
31	0.29	0.29	0.29
32	0.28	0.29	0.29
33	0.27	0.29	0.28
34	0.29	0.32	0.31
35	0.31	0.35	0.33
36	0.31	0.35	0.33
37	0.30	0.35	0.32
38	0.29	0.35	0.32
39	0.31	0.39	0.34
40	0.30	0.39	0.34
41	0.32	0.42	0.36
42	0.33	0.45	0.38
43	0.33	0.45	0.38
44	0.32	0.45	0.37
45	0.31	0.45	0.37
46	0.30	0.45	0.36
47	0.32	0.48	0.38
48	0.31	0.48	0.38
49	0.31	0.48	0.38
50	0.30	0.48	0.37
51	0.29	0.48	0.37
52	0.29	0.48	0.36
53	0.28	0.48	0.36
54	0.28	0.48	0.35
55	0.27	0.48	0.35
56	0.27	0.48	0.34
57	0.26	0.48	0.34
58	0.26	0.48	0.34
59	0.25	0.48	0.33
60	0.27	0.52	0.35
61	0.26	0.52	0.35
62	0.27	0.55	0.37
63	0.29	0.58	0.38
64	0.30	0.61	0.40
65	0.29	0.61	0.40
66	0.29	0.61	0.39
67	0.28	0.61	0.39
68	0.28	0.61	0.38
69	0.28	0.61	0.38
70	0.27	0.61	0.38
71	0.27	0.61	0.37
72	0.26	0.61	0.37
73	0.26	0.61	0.37
74	0.26	0.61	0.36
75	0.25	0.61	0.36
76	0.25	0.61	0.36
77	0.25	0.61	0.35
78	0.24	0.61	0.35
79	0.25	0.65	0.36
80	0.25	0.65	0.36
81	0.25	0.65	0.36
82	0.24	0.65	0.35
83	0.25	0.68	0.37
84	0.26	0.71	0.38
85	0.27	0.74	0.40
86	0.28	0.77	0.41
87	0.28	0.77	0.41
88	0.28	0.81	0.42
89	0.28	0.81	0.42
90	0.29	0.84	0.43
91	0.29	0.84	0.43
92	0.28	0.84	0.42
93	0.29	0.87	0.44
94	0.29	0.87	0.43
95	0.28	0.87	0.43
96	0.29	0.90	0.44
97	0.30	0.94	0.45
98	0.30	0.94	0.45
99	0.30	0.97	0.46
100	0.31	1.00	0.47
