
1	1.00	0.14	0.25
2	0.50	0.14	0.22
3	0.33	0.14	0.20
4	0.50	0.29	0.36
5	0.60	0.43	0.50
6	0.50	0.43	0.46
7	0.57	0.57	0.57
8	0.50	0.57	0.53
9	0.44	0.57	0.50
10	0.40	0.57	0.47
11	0.36	0.57	0.44
12	0.42	0.71	0.53
13	0.38	0.71	0.50
14	0.36	0.71	0.48
15	0.33	0.71	0.45
16	0.31	0.71	0.43
17	0.29	0.71	0.42
18	0.28	0.71	0.40
19	0.26	0.71	0.38
20	0.25	0.71	0.37
21	0.24	0.71	0.36
22	0.23	0.71	0.34
23	0.22	0.71	0.33
24	0.25	0.86	0.39
25	0.24	0.86	0.38
26	0.23	0.86	0.36
27	0.22	0.86	0.35
28	0.21	0.86	0.34
29	0.21	0.86	0.33
30	0.20	0.86	0.32
31	0.19	0.86	0.32
32	0.19	0.86	0.31
33	0.18	0.86	0.30
34	0.18	0.86	0.29
35	0.17	0.86	0.29
36	0.17	0.86	0.28
37	0.16	0.86	0.27
38	0.16	0.86	0.27
39	0.15	0.86	0.26
40	0.15	0.86	0.26
41	0.15	0.86	0.25
42	0.14	0.86	0.24
43	0.14	0.86	0.24
44	0.14	0.86	0.24
45	0.13	0.86	0.23
46	0.13	0.86	0.23
47	0.13	0.86	0.22
48	0.13	0.86	0.22
49	0.12	0.86	0.21
50	0.12	0.86	0.21
51	0.12	0.86	0.21
52	0.13	1.00	0.24
53	0.13	1.00	0.23
54	0.13	1.00	0.23
55	0.13	1.00	0.23
56	0.13	1.00	0.22
57	0.12	1.00	0.22
58	0.12	1.00	0.22
59	0.12	1.00	0.21
60	0.12	1.00	0.21
61	0.11	1.00	0.21
62	0.11	1.00	0.20
63	0.11	1.00	0.20
64	0.11	1.00	0.20
