
1	0.00	0.00	0.00
2	0.00	0.00	0.00
3	0.33	0.06	0.10
4	0.25	0.06	0.10
5	0.20	0.06	0.09
6	0.33	0.12	0.17
7	0.29	0.12	0.17
8	0.25	0.12	0.16
9	0.33	0.18	0.23
10	0.30	0.18	0.22
11	0.27	0.18	0.21
12	0.25	0.18	0.21
13	0.23	0.18	0.20
14	0.21	0.18	0.19
15	0.20	0.18	0.19
16	0.19	0.18	0.18
17	0.18	0.18	0.18
18	0.17	0.18	0.17
19	0.16	0.18	0.17
20	0.15	0.18	0.16
21	0.14	0.18	0.16
22	0.14	0.18	0.15
23	0.13	0.18	0.15
24	0.13	0.18	0.15
25	0.12	0.18	0.14
26	0.12	0.18	0.14
27	0.11	0.18	0.14
28	0.11	0.18	0.13
29	0.10	0.18	0.13
30	0.13	0.24	0.17
31	0.16	0.29	0.21
32	0.16	0.29	0.20
33	0.15	0.29	0.20
34	0.15	0.29	0.20
35	0.17	0.35	0.23
36	0.19	0.41	0.26
37	0.22	0.47	0.30
38	0.24	0.53	0.33
39	0.23	0.53	0.32
40	0.23	0.53	0.32
41	0.22	0.53	0.31
42	0.21	0.53	0.31
43	0.21	0.53	0.30
44	0.20	0.53	0.30
45	0.20	0.53	0.29
46	0.20	0.53	0.29
47	0.19	0.53	0.28
48	0.19	0.53	0.28
49	0.20	0.59	0.30
50	0.20	0.59	0.30
51	0.20	0.59	0.29
52	0.19	0.59	0.29
53	0.19	0.59	0.29
54	0.20	0.65	0.31
55	0.20	0.65	0.31
56	0.21	0.71	0.33
57	0.23	0.76	0.35
58	0.22	0.76	0.35
59	0.22	0.76	0.34
60	0.22	0.76	0.34
61	0.21	0.76	0.33
62	0.21	0.76	0.33
63	0.21	0.76	0.32
64	0.20	0.76	0.32
65	0.20	0.76	0.32
66	0.20	0.76	0.31
67	0.19	0.76	0.31
68	0.21	0.82	0.33
69	0.20	0.82	0.33
70	0.20	0.82	0.32
71	0.20	0.82	0.32
72	0.19	0.82	0.31
73	0.19	0.82	0.31
74	0.19	0.82	0.31
75	0.19	0.82	0.30
76	0.18	0.82	0.30
77	0.18	0.82	0.30
78	0.18	0.82	0.29
79	0.18	0.82	0.29
80	0.17	0.82	0.29
81	0.19	0.88	0.31
82	0.18	0.88	0.30
83	0.19	0.94	0.32
84	0.19	0.94	0.32
85	0.19	0.94	0.31
86	0.19	0.94	0.31
87	0.18	0.94	0.31
88	0.18	0.94	0.30
89	0.18	0.94	0.30
90	0.18	0.94	0.30
91	0.18	0.94	0.30
92	0.17	0.94	0.29
93	0.17	0.94	0.29
94	0.17	0.94	0.29
95	0.18	1.00	0.30
96	0.18	1.00	0.30
97	0.18	1.00	0.30
98	0.17	1.00	0.30
99	0.17	1.00	0.29
100	0.17	1.00	0.29
